effect_bonus_value_unit_ability_junctions_tables	0
wh_main_skill_vmp_magic_vampires_05_helman_raise_dead_disabled	disable	wh_dlc04_spell_vampires_raise_dead_helman
wh_main_skill_vmp_magic_vampires_09_curse_of_years_enabled	enable	wh_main_spell_vampires_curse_of_years
wh_main_skill_vmp_magic_vampires_09_curse_of_years_disabled	disable	wh_main_spell_vampires_curse_of_years
wh_main_skill_vmp_magic_vampires_10_wind_of_death_enabled	enable	wh_main_spell_vampires_wind_of_death
wh_main_skill_vmp_magic_vampires_10_wind_of_death_disabled	disable	wh_main_spell_vampires_wind_of_death
wh_main_skill_vmp_magic_vampires_03_the_curse_of_undeath_enabled	enable	wh_main_lore_passive_the_curse_of_undeath
wh_main_skill_vmp_magic_vampires_03_the_curse_of_undeath_disabled	disable	wh_main_lore_passive_the_curse_of_undeath
wh_dlc04_skill_vmp_magic_strigoi_01_invocation_of_nehek_enabled	enable	wh_dlc04_spell_vampires_invocation_of_nehek_strigoi
wh_dlc04_skill_vmp_magic_strigoi_01_invocation_of_nehek_disabled	disable	wh_dlc04_spell_vampires_invocation_of_nehek_strigoi
wh_dlc04_skill_all_magic_strigoi_01_spirit_leech_enabled	enable	wh_dlc04_spell_death_spirit_leech_strigoi
wh_dlc04_skill_all_magic_strigoi_01_spirit_leech_disabled	disable	wh_dlc04_spell_death_spirit_leech_strigoi
wh_dlc04_skill_vmp_magic_strigoi_04_gaze_of_nagash_enabled	enable	wh_dlc04_spell_vampires_gaze_of_nagash_strigoi
wh_dlc04_skill_vmp_magic_strigoi_04_gaze_of_nagash_disabled	disable	wh_dlc04_spell_vampires_gaze_of_nagash_strigoi
wh_dlc04_skill_vmp_magic_strigoi_05_raise_dead_enabled	enable	wh_dlc04_spell_vampires_raise_dead_strigoi
wh_dlc04_skill_vmp_magic_strigoi_05_raise_dead_disabled	disable	wh_dlc04_spell_vampires_raise_dead_strigoi
wh_dlc04_skill_vmp_magic_strigoi_04_soulblight_enabled	enable	wh_dlc04_spell_death_soulblight_strigoi
wh_dlc04_skill_vmp_magic_strigoi_04_soulblight_disabled	disable	wh_dlc04_spell_death_soulblight_strigoi
wh_dlc04_skill_vmp_magic_strigoi_05_doom_and_darkness_enabled	enable	wh_dlc04_spell_death_doom_and_darkness_strigoi
wh_dlc04_skill_vmp_magic_strigoi_05_doom_and_darkness_disabled	disable	wh_dlc04_spell_death_doom_and_darkness_strigoi
wh_dlc05_skill_magic_shadow_smoke_and_mirrors_enabled	enable	wh_dlc05_lore_passive_smoke_and_mirrors
wh_dlc05_skill_magic_shadow_smoke_and_mirrors_disabled	disable	wh_dlc05_lore_passive_smoke_and_mirrors
wh_dlc05_skill_magic_shadow_mystifying_miasma_branchwraith_enabled	enable	wh_dlc05_spell_shadow_melkoths_mystifying_miasma_branchwraith
wh_dlc05_skill_magic_shadow_mystifying_miasma_branchwraith_disabled	disable	wh_dlc05_spell_shadow_melkoths_mystifying_miasma_branchwraith
wh_dlc05_skill_magic_life_wizard_awakening_of_the_wood_branchwraith_enabled	enable	wh_dlc05_spell_life_awakening_the_wood_branchwraith
wh_dlc05_skill_magic_life_wizard_awakening_of_the_wood_branchwraith_disabled	disable	wh_dlc05_spell_life_awakening_the_wood_branchwraith
wh_dlc05_skill_magic_shadow_the_withering_branchwraith_enabled	enable	wh_dlc05_spell_shadow_the_withering_branchwraith
wh_dlc05_skill_magic_shadow_the_withering_branchwraith_disabled	disable	wh_dlc05_spell_shadow_the_withering_branchwraith
wh_dlc05_skill_magic_shadow_penumbral_pendulum_branchwraith_enabled	enable	wh_dlc05_spell_shadow_the_penumbral_pendulum_branchwraith
wh_dlc05_skill_magic_shadow_penumbral_pendulum_branchwraith_disabled	disable	wh_dlc05_spell_shadow_the_penumbral_pendulum_branchwraith
wh_dlc05_skill_magic_life_wizard_earth_blood_branchwraith_enabled	enable	wh_dlc05_spell_life_earth_blood_branchwraith
wh_dlc05_skill_magic_life_wizard_earth_blood_branchwraith_disabled	disable	wh_dlc05_spell_life_earth_blood_branchwraith
wh_dlc05_skill_magic_life_wizard_shield_of_thorns_branchwraith_enabled	enable	wh_dlc05_spell_life_shield_of_thorns_branchwraith
wh_dlc05_skill_magic_life_wizard_shield_of_thorns_branchwraith_disabled	disable	wh_dlc05_spell_life_shield_of_thorns_branchwraith
wh_dlc05_skill_magic_life_life_bloom_enabled	enable	wh_dlc05_lore_passive_life_bloom
wh_dlc05_skill_magic_life_life_bloom_disabled	disable	wh_dlc05_lore_passive_life_bloom
wh_dlc05_skill_magic_life_wizard_awakening_of_the_wood_enabled	enable	wh_dlc05_spell_life_awakening_of_the_wood
wh_dlc05_skill_magic_life_wizard_awakening_of_the_wood_disabled	disable	wh_dlc05_spell_life_awakening_of_the_wood
wh_dlc05_skill_magic_life_wizard_earth_blood_enabled	enable	wh_dlc05_spell_life_earth_blood
wh_dlc05_skill_magic_life_wizard_earth_blood_disabled	disable	wh_dlc05_spell_life_earth_blood
wh_dlc05_skill_magic_life_wizard_shield_of_thorns_enabled	enable	wh_dlc05_spell_life_shield_of_thorns
wh_dlc05_skill_magic_life_wizard_shield_of_thorns_disabled	disable	wh_dlc05_spell_life_shield_of_thorns
wh_dlc05_skill_magic_life_wizard_flesh_to_stone_enabled	enable	wh_dlc05_spell_life_flesh_to_stone
wh_dlc05_skill_magic_life_wizard_flesh_to_stone_disabled	disable	wh_dlc05_spell_life_flesh_to_stone
wh_dlc05_skill_magic_life_wizard_regrowth_enabled	enable	wh_dlc05_spell_life_regrowth
wh_dlc05_skill_magic_life_wizard_regrowth_disabled	disable	wh_dlc05_spell_life_regrowth
wh_dlc05_skill_magic_life_wizard_the_dwellers_below_enabled	enable	wh_dlc05_spell_life_the_dwellers_below
wh_dlc05_skill_magic_life_wizard_the_dwellers_below_disabled	disable	wh_dlc05_spell_life_the_dwellers_below
wh_dlc05_skill_magic_shadow_smoke_and_mirrors_enabled	enable	wh_dlc05_lore_passive_smoke_and_mirrors
wh_dlc05_skill_magic_shadow_smoke_and_mirrors_disabled	disable	wh_dlc05_lore_passive_smoke_and_mirrors
wh_dlc05_skill_magic_shadow_mystifying_miasma_enabled	enable	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh_dlc05_skill_magic_shadow_mystifying_miasma_disabled	disable	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh_dlc05_skill_magic_shadow_enfeebling_foe_enabled	enable	wh_dlc05_spell_shadow_the_enfeebling_foe
wh_dlc05_skill_magic_shadow_enfeebling_foe_disabled	disable	wh_dlc05_spell_shadow_the_enfeebling_foe
wh_dlc05_skill_magic_shadow_the_withering_enabled	enable	wh_dlc05_spell_shadow_the_withering
wh_dlc05_skill_magic_shadow_the_withering_disabled	disable	wh_dlc05_spell_shadow_the_withering
wh_dlc05_skill_magic_shadow_penumbral_pendulum_enabled	enable	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh_dlc05_skill_magic_shadow_penumbral_pendulum_disabled	disable	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh_dlc05_skill_magic_shadow_pit_of_shades_enabled	enable	wh_dlc05_spell_shadow_pit_of_shades
wh_dlc05_skill_magic_shadow_pit_of_shades_disabled	disable	wh_dlc05_spell_shadow_pit_of_shades
wh_dlc05_skill_magic_shadow_okkams_mindrazor_enabled	enable	wh_dlc05_spell_shadow_okkams_mindrazor
wh_dlc05_skill_magic_shadow_okkams_mindrazor_disabled	disable	wh_dlc05_spell_shadow_okkams_mindrazor
wh_main_skill_grn_magic_big_waaagh_04_power_of_da_waaagh_enabled	enable	wh_main_lore_passive_power_of_da_waaagh
wh_main_skill_grn_magic_big_waaagh_04_power_of_da_waaagh_disabled	disable	wh_main_lore_passive_power_of_da_waaagh
wh_main_skill_grn_magic_big_waaagh_01_gaze_of_mork_enabled	enable	wh_main_spell_big_waaagh_gaze_of_mork
wh_main_skill_grn_magic_big_waaagh_01_gaze_of_mork_disabled	disable	wh_main_spell_big_waaagh_gaze_of_mork
wh_main_skill_grn_magic_big_waaagh_02_brain_bursta_enabled	enable	wh_main_spell_big_waaagh_brain_bursta
wh_main_skill_grn_magic_big_waaagh_02_brain_bursta_disabled	disable	wh_main_spell_big_waaagh_brain_bursta
wh_main_skill_grn_magic_big_waaagh_03_fists_of_gork_enabled	enable	wh_main_spell_big_waaagh_fists_of_gork
wh_main_skill_grn_magic_big_waaagh_03_fists_of_gork_disabled	disable	wh_main_spell_big_waaagh_fists_of_gork
wh_main_skill_grn_magic_big_waaagh_05_eadbutt_enabled	enable	wh_main_spell_big_waaagh_eadbutt
wh_main_skill_grn_magic_big_waaagh_05_eadbutt_disabled	disable	wh_main_spell_big_waaagh_eadbutt
wh_main_skill_grn_magic_big_waaagh_10_foot_of_gork_enabled	enable	wh_main_spell_big_waaagh_foot_of_gork
wh_main_skill_grn_magic_big_waaagh_10_foot_of_gork_disabled	disable	wh_main_spell_big_waaagh_foot_of_gork
wh_main_skill_grn_magic_big_waaagh_09_ere_we_go_enabled	enable	wh_main_spell_big_waaagh_ere_we_go
wh_main_skill_grn_magic_big_waaagh_09_ere_we_go_disabled	disable	wh_main_spell_big_waaagh_ere_we_go
wh_main_skill_all_magic_death_03_life_leeching_enabled	enable	wh_main_lore_passive_life_leeching
wh_main_skill_all_magic_death_03_life_leeching_disabled	disable	wh_main_lore_passive_life_leeching
wh_main_skill_all_magic_death_01_spirit_leech_enabled	enable	wh_main_spell_death_spirit_leech
wh_main_skill_all_magic_death_01_spirit_leech_disabled	disable	wh_main_spell_death_spirit_leech
wh_main_skill_all_magic_death_02_aspect_of_the_dreadknight_enabled	enable	wh_main_spell_death_aspect_of_the_dreadknight
wh_main_skill_all_magic_death_02_aspect_of_the_dreadknight_disabled	disable	wh_main_spell_death_aspect_of_the_dreadknight
wh_main_skill_all_magic_death_05_doom_and_darkness_enabled	enable	wh_main_spell_death_doom_and_darkness
wh_main_skill_all_magic_death_05_doom_and_darkness_disabled	disable	wh_main_spell_death_doom_and_darkness
wh_main_skill_all_magic_death_04_soulblight_enabled	enable	wh_main_spell_death_soulblight
wh_main_skill_all_magic_death_04_soulblight_disabled	disable	wh_main_spell_death_soulblight
wh_main_skill_all_magic_death_09_the_fate_of_bjuna_enabled	enable	wh_main_spell_death_the_fate_of_bjuna
wh_main_skill_all_magic_death_09_the_fate_of_bjuna_disabled	disable	wh_main_spell_death_the_fate_of_bjuna
wh_main_skill_all_magic_death_10_the_purple_sun_of_xereus_enabled	enable	wh_main_spell_death_the_purple_sun_of_xereus
wh_main_skill_all_magic_death_10_the_purple_sun_of_xereus_disabled	disable	wh_main_spell_death_the_purple_sun_of_xereus
wh_main_skill_all_magic_fire_04_kindleflame_enabled	enable	wh_main_lore_passive_kindleflame
wh_main_skill_all_magic_fire_04_kindleflame_disabled	disable	wh_main_lore_passive_kindleflame
wh_main_skill_all_magic_fire_01_fireball_enabled	enable	wh_main_spell_fire_fireball
wh_main_skill_all_magic_fire_01_fireball_disabled	disable	wh_main_spell_fire_fireball
wh_main_skill_all_magic_fire_02_cascading_fire-cloak_enabled	enable	wh_main_spell_fire_cascading_fire_cloak
wh_main_skill_all_magic_fire_02_cascading_fire-cloak_disabled	disable	wh_main_spell_fire_cascading_fire_cloak
wh_main_skill_all_magic_fire_03_flaming_sword_of_rhuin_enabled	enable	wh_main_spell_fire_flaming_sword_of_rhuin
wh_main_skill_all_magic_fire_03_flaming_sword_of_rhuin_disabled	disable	wh_main_spell_fire_flaming_sword_of_rhuin
wh_main_skill_all_magic_fire_05_the_burning_head_enabled	enable	wh_main_spell_fire_the_burning_head
wh_main_skill_all_magic_fire_05_the_burning_head_disabled	disable	wh_main_spell_fire_the_burning_head
wh_main_skill_all_magic_fire_09_piercing_bolts_of_burning_enabled	enable	wh_main_spell_fire_piercing_bolts_of_burning
wh_main_skill_all_magic_fire_09_piercing_bolts_of_burning_disabled	disable	wh_main_spell_fire_piercing_bolts_of_burning
wh_main_skill_all_magic_fire_10_flame_storm_enabled	enable	wh_main_spell_fire_flame_storm
wh_main_skill_all_magic_fire_10_flame_storm_disabled	disable	wh_main_spell_fire_flame_storm
wh_main_skill_all_magic_heavens_03_rolling_skies_enabled	enable	wh_main_lore_passive_roiling_skies
wh_main_skill_all_magic_heavens_03_rolling_skies_disabled	disable	wh_main_lore_passive_roiling_skies
wh_main_skill_all_magic_heavens_01_harmonic_convergence_enabled	enable	wh_main_spell_heavens_harmonic_convergence
wh_main_skill_all_magic_heavens_01_harmonic_convergence_disabled	disable	wh_main_spell_heavens_harmonic_convergence
wh_main_skill_all_magic_heavens_02_wind_blast_enabled	enable	wh_main_spell_heavens_wind_blast
wh_main_skill_all_magic_heavens_02_wind_blast_disabled	disable	wh_main_spell_heavens_wind_blast
wh_main_skill_all_magic_heavens_04_curse_of_the_midnight_wind_enabled	enable	wh_main_spell_heavens_curse_of_the_midnight_wind
wh_main_skill_all_magic_heavens_04_curse_of_the_midnight_wind_disabled	disable	wh_main_spell_heavens_curse_of_the_midnight_wind
wh_main_skill_all_magic_heavens_05_urannons_thunderbolt_enabled	enable	wh_main_spell_heavens_urannons_thunderbolt
wh_main_skill_all_magic_heavens_05_urannons_thunderbolt_disabled	disable	wh_main_spell_heavens_urannons_thunderbolt
wh_main_skill_all_magic_heavens_09_comet_of_casandora_enabled	enable	wh_main_spell_heavens_comet_of_casandora
wh_main_skill_all_magic_heavens_09_comet_of_casandora_disabled	disable	wh_main_spell_heavens_comet_of_casandora
wh_main_skill_all_magic_heavens_10_chain_lightning_enabled	enable	wh_main_spell_heavens_chain_lightning
wh_main_skill_all_magic_heavens_10_chain_lightning_disabled	disable	wh_main_spell_heavens_chain_lightning
wh_main_skill_all_magic_light_03_exorcism_enabled	enable	wh_main_lore_passive_exorcism
wh_main_skill_all_magic_light_03_exorcism_disabled	disable	wh_main_lore_passive_exorcism
wh_main_skill_all_magic_light_01_shems_burning_gaze_enabled	enable	wh_main_spell_light_shems_burning_gaze
wh_main_skill_all_magic_light_01_shems_burning_gaze_disabled	disable	wh_main_spell_light_shems_burning_gaze
wh_main_skill_all_magic_light_02_phas_protection_enabled	enable	wh_main_spell_light_phas_protection
wh_main_skill_all_magic_light_02_phas_protection_disabled	disable	wh_main_spell_light_phas_protection
wh_main_skill_all_magic_light_04_light_of_battle_enabled	enable	wh_main_spell_light_light_of_battle
wh_main_skill_all_magic_light_04_light_of_battle_disabled	disable	wh_main_spell_light_light_of_battle
wh_main_skill_all_magic_light_05_net_of_amyntok_enabled	enable	wh_main_spell_light_net_of_amyntok
wh_main_skill_all_magic_light_05_net_of_amyntok_disabled	disable	wh_main_spell_light_net_of_amyntok
wh_main_skill_all_magic_light_09_banishment_enabled	enable	wh_main_spell_light_banishment
wh_main_skill_all_magic_light_09_banishment_disabled	disable	wh_main_spell_light_banishment
wh_main_skill_all_magic_light_10_bironas_timewarp_enabled	enable	wh_main_spell_light_bironas_timewarp
wh_main_skill_all_magic_light_10_bironas_timewarp_disabled	disable	wh_main_spell_light_bironas_timewarp
wh_main_skill_grn_magic_little_waaagh_03_sneaky_stealin_enabled	enable	wh_main_lore_passive_sneaky_stealin
wh_main_skill_grn_magic_little_waaagh_03_sneaky_stealin_disabled	disable	wh_main_lore_passive_sneaky_stealin
wh_main_skill_grn_magic_little_waaagh_01_sneaky_stabbin_enabled	enable	wh_main_spell_lil_waaagh_sneaky_stabbin
wh_main_skill_grn_magic_little_waaagh_01_sneaky_stabbin_disabled	disable	wh_main_spell_lil_waaagh_sneaky_stabbin
wh_main_skill_grn_magic_little_waaagh_02_vindictive_glare_enabled	enable	wh_main_spell_lil_waaagh_vindictive_glare
wh_main_skill_grn_magic_little_waaagh_02_vindictive_glare_disabled	disable	wh_main_spell_lil_waaagh_vindictive_glare
wh_main_skill_grn_magic_little_waaagh_04_itchy_nuisance_enabled	enable	wh_main_spell_lil_waaagh_itchy_nuisance
wh_main_skill_grn_magic_little_waaagh_04_itchy_nuisance_disabled	disable	wh_main_spell_lil_waaagh_itchy_nuisance
wh_main_skill_grn_magic_little_waaagh_05_gorkll_fix_it_enabled	enable	wh_main_spell_lil_waaagh_gorkll_fix_it
wh_main_skill_grn_magic_little_waaagh_05_gorkll_fix_it_disabled	disable	wh_main_spell_lil_waaagh_gorkll_fix_it
wh_main_skill_grn_magic_little_waaagh_09_night_shroud_enabled	enable	wh_main_spell_lil_waaagh_night_shroud
wh_main_skill_grn_magic_little_waaagh_09_night_shroud_disabled	disable	wh_main_spell_lil_waaagh_night_shroud
wh_main_skill_grn_magic_little_waaagh_10_curse_of_da_bad_moon_enabled	enable	wh_main_spell_lil_waaagh_curse_of_da_bad_moon
wh_main_skill_grn_magic_little_waaagh_10_curse_of_da_bad_moon_disabled	disable	wh_main_spell_lil_waaagh_curse_of_da_bad_moon
wh_main_skill_all_magic_metal_03_metalshifting_enabled	enable	wh_main_lore_passive_metalshifting
wh_main_skill_all_magic_metal_03_metalshifting_disabled	disable	wh_main_lore_passive_metalshifting
wh_main_skill_all_magic_metal_01_searing_doom_enabled	enable	wh_main_spell_metal_searing_doom
wh_main_skill_all_magic_metal_01_searing_doom_disabled	disable	wh_main_spell_metal_searing_doom
wh_main_skill_all_magic_metal_02_plague_of_rust_enabled	enable	wh_main_spell_metal_plague_of_rust
wh_main_skill_all_magic_metal_02_plague_of_rust_disabled	disable	wh_main_spell_metal_plague_of_rust
wh_main_skill_all_magic_metal_04_glittering_robe_enabled	enable	wh_main_spell_metal_glittering_robe
wh_main_skill_all_magic_metal_04_glittering_robe_disabled	disable	wh_main_spell_metal_glittering_robe
wh_main_skill_all_magic_metal_05_gehennas_golden_hounds_enabled	enable	wh_main_spell_metal_gehennas_golden_hounds
wh_main_skill_all_magic_metal_05_gehennas_golden_hounds_disabled	disable	wh_main_spell_metal_gehennas_golden_hounds
wh_main_skill_all_magic_metal_09_transmutation_of_lead_enabled	enable	wh_main_spell_metal_transmutation_of_lead
wh_main_skill_all_magic_metal_09_transmutation_of_lead_disabled	disable	wh_main_spell_metal_transmutation_of_lead
wh_main_skill_all_magic_metal_10_final_transmutation_enabled	enable	wh_main_spell_metal_final_transmutation
wh_main_skill_all_magic_metal_10_final_transmutation_disabled	disable	wh_main_spell_metal_final_transmutation
wh_main_skill_vmp_magic_vampires_03_the_curse_of_undeath_enabled	enable	wh_main_lore_passive_the_curse_of_undeath
wh_main_skill_vmp_magic_vampires_03_the_curse_of_undeath_disabled	disable	wh_main_lore_passive_the_curse_of_undeath
wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek_enabled	enable	wh_main_spell_vampires_invocation_of_nehek
wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek_disabled	disable	wh_main_spell_vampires_invocation_of_nehek
wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre_enabled	enable	wh_main_spell_vampires_vanhels_danse_macabre
wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre_disabled	disable	wh_main_spell_vampires_vanhels_danse_macabre
wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash_enabled	enable	wh_main_spell_vampires_gaze_of_nagash
wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash_disabled	disable	wh_main_spell_vampires_gaze_of_nagash
wh_main_skill_vmp_magic_vampires_05_raise_dead_enabled	enable	wh_main_spell_vampires_raise_dead
wh_main_skill_vmp_magic_vampires_05_raise_dead_disabled	disable	wh_main_spell_vampires_raise_dead
wh_main_skill_vmp_magic_vampires_09_curse_of_years_enabled	enable	wh_main_spell_vampires_curse_of_years
wh_main_skill_vmp_magic_vampires_09_curse_of_years_disabled	disable	wh_main_spell_vampires_curse_of_years
wh_main_skill_vmp_magic_vampires_10_wind_of_death_enabled	enable	wh_main_spell_vampires_wind_of_death
wh_main_skill_vmp_magic_vampires_10_wind_of_death_disabled	disable	wh_main_spell_vampires_wind_of_death
skill_all_magic_ice_cold_enabled	enable	lore_passive_ice_cold
skill_all_magic_ice_cold_disabled	disable	lore_passive_ice_cold
magic_ice_shield_of_cold_enabled	enable	spell_ice_shield_of_cold
magic_ice_shield_of_cold_disabled	disable	spell_ice_shield_of_cold
magic_ice_frost_blade_enabled	enable	spell_ice_frost_blade
magic_ice_frost_blade_disabled	disable	spell_ice_frost_blade
magic_ice_crisping_cold_enabled	enable	spell_ice_crisping_cold
magic_ice_crisping_cold_disabled	disable	spell_ice_crisping_cold
magic_ice_shattering_frost_enabled	enable	spell_ice_shattering_frost
magic_ice_shattering_frost_disabled	disable	spell_ice_shattering_frost
magic_ice_chill_enabled	enable	spell_ice_chill
magic_ice_chill_disabled	disable	spell_ice_chill
magic_ice_blinding_blizzard_enabled	enable	spell_ice_blinding_blizzard
magic_ice_blinding_blizzard_disabled	disable	spell_ice_blinding_blizzard
skill_all_magic_ice_winter_enabled	enable	lore_passive_ice_winter
skill_all_magic_ice_winter_disabled	disable	lore_passive_ice_winter
magic_ice_ice_shards_enabled	enable	spell_ice_ice_shards
magic_ice_ice_shards_disabled	disable	spell_ice_ice_shards
magic_ice_storm_strike_enabled	enable	spell_ice_storm_strike
magic_ice_storm_strike_disabled	disable	spell_ice_storm_strike
